【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
池田町,あまりそうは思わない,駅からの距離(時間)がかかる,そう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",5,4,,8,,8,,50～59歳,男性
大野市,全くそうは思わない,"福井から大野のアクセスが悪い
",全くそうは思わない,福井から大野のアクセスが悪い,そう思う,,そう思う,,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,移住・定住のきっかけとなる,,"騒音やごみの増加, 歴史文化資源の破壊",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 宿泊施設、土産物屋, 駐車場",3,3,,5,,3,,60～69歳,男性
鯖江市,ややそう思う,,あまりそうは思わない,,そうは思わない,,ややそう思う,,ややそう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,3,,6,,5,,30～39歳,女性
福井市,そう思う,,そう思う,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 自然破壊",,"観光スポットを結ぶ交通機関, 飲食施設",5,5,,7,,8,,50～59歳,男性
福井市,ややそう思う,観光客の方が増えると思う,あまりそうは思わない,まだ新幹線にも乗れてないし、実感が湧いていない,全くそうは思わない,京都みたいに、観光客の方が来すぎて、地元の人が混乱するというイメージがないです。,そう思う,こんな田舎まで足を運んでくれてありがとう！とっても穴場だよと伝えたい。,そう思う,穴場スポットとして、福井を見つけて欲しい,どちらかと言えば評価していない,何をされているのか、わかっていないです…。ごめんなさい。,とても好ましい,活気が出ていいと思います。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",閑散としてたので、賑わううのが1番目に見れる効果かなと…,特に心配はない,混乱するほど、人が常にいるという常態にはならないと思うからです。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",4,4,食べ物が美味しい。人がそこまで多くないから動きやすい。意外と遊べる。,8,なれてしまってるのか、そこまで不便を感じない。,8,そこまで大きな変化はないかなと…,40～49歳,女性
鯖江市,そうは思わない,,全くそうは思わない,新幹線が止まらないのでとても不便になった,そう思う,福井駅前が整備され、観光客も増えた,そう思う,,そう思う,,評価している,,好ましい,県内でお金もを使ってもらうことで企業が儲かり、働く人の給与が上がる可能性がある,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 観光マップやパンフレット, 体験施設",4,3,,6,,6,,40～49歳,男性
鯖江市,全くそうは思わない,,全くそうは思わない,,全くそうは思わない,,そう思う,,あまりそうは思わない,,どちらかと言えば評価していない,,どちらともいえない,,特に効果は期待できない,,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,1,1,,3,,3,,60～69歳,女性
小浜市,そうは思わない,敦賀から離れすぎてる,そうは思わない,,そう思う,,そう思う,,ややそう思う,,どちらともいえない,,どちらかと言えば好ましい,,まちに賑わいが生まれる,,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋",1,2,,6,,6,,70歳以上,女性
福井市,あまりそうは思わない,観光地へ行く等影響を実感することがないから。,そう思う,,そう思う,他県にあるような観光客マナーが悪いなどの悪い影響はなさそうと思うから,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光イベント, 駐車場",2,3,天気が悪い日が多いから,4,,4,,20～29歳,女性
福井市,ややそう思う,東京圏や東北地方　相互のアクセスが良くなった,ややそう思う,東京圏や東北地方　相互のアクセスが良くなった,ややそう思う,東京圏や東北地方　相互のアクセスが良くなった,とてもそう思う,福井は素晴らしい地域だから,そう思う,賑やかな街づくりは魅力的だから,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる",,"騒音やごみの増加, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 体験施設",1,1,観光地として誘客できる魅力がない,7,僻地に住むものに対する対策が乏しいと感じる,6,年齢を重ねると交通の便や地域の店舗の少なさに益々不便を感じるようになると思います,60～69歳,女性
福井市,とてもそう思う,都会からまたは都会へのアクセスが良くなったから,とてもそう思う,都会へ行きやすくなった,とてもそう思う,多くの人に福井を知ってもらえる,とてもそう思う,福井には良い所、美味しい食べ物があるから,とてもそう思う,福井には良い所、美味しい食べ物があるから,評価している,JR西日本の北陸新幹線のＣＭがとても良かった,とても好ましい,住みやすい福井の良さを知って欲しい,まちに賑わいが生まれる,福井駅前が賑わって利用するお店のレベルが向上するから,特に心配はない,京都や大阪並みに増えるとは思えないので,観光スポットを結ぶ交通機関,5,4,進めたいと思うが交通機関が整備されていない,10,地震や自然災害が少なく治安も良い,10,地震や自然災害が少なく治安も良い,60～69歳,男性
福井市,ややそう思う,,そうは思わない,関西方面への移動が不便になった以外は変わらない,ややそう思う,,ややそう思う,,ややそう思う,,どちらかと言えば評価していない,効果的は資金の使い方になっておらず、投資回収が将来を含めても難しそうである,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,対策が取られていればの条件付き,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 駐車場",3,4,コンパクトは町であるから,8,,8,,60～69歳,男性
高浜町,そうは思わない,電車に乗って訪れる観光客が増えたと思えない。,そう思う,長野県に行きやすくなった。,とてもそう思う,寺社仏閣、グルメなど観光コンテンツは良いものがあると県民目線で思うので、それを県外の方に体験してもらえると思うから。また地元経済に貢献すると思う,とてもそう思う,福井県の良さを知ってもらいたいから,とてもそう思う,越前若狭ともに独自の歴史があり、それは日本人の教養として知っておくべきものであるから。福井県は地元住民と音頭をとりながら観光を進めていくべき。,どちらともいえない,大手広告代理店とコラボして規模の大きいイベントをやるべき。特に嶺南地域（敦賀だけでない美浜町から高浜町）をもっと福井県をあげて盛り上げてほしい。,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光案内所、観光ガイド, 駐車場",1,5,歴史もあり、風光明媚な町だから。,7,この町の自然や歴史が好き。欲を言えば都市部への交通アクセスを良くしてほしい。,8,こどもの成長を見守りながらこの町で生きたい。,30～39歳,男性
福井市,ややそう思う,そこまで観光客を見かけない,そう思う,公共的なイベントが増えた…かな,とてもそう思う,街の発展,そう思う,街や若い人たちが盛り上がってほしいから,そう思う,,どちらともいえない,福井にアリーナは不要。小松にできるならなおさら将来がみえている。何か他の商業施設を誘致すべき。,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 飲食施設, 宿泊施設、土産物屋",4,3,,6,,5,,50～59歳,女性
福井市,そう思う,駅に降り立つ絶対数が増えたと思うから,あまりそうは思わない,交通機関の選択に車が1番だから,そう思う,"新幹線延伸で取り上げられることが増えたため
テレビなどマスメディアの露出が多くなったと感じる
",そう思う,どんどんお金を落として地域活性してほしいから,そう思う,観光がより活性化すれば、公共交通機関も便利がよくなりそうだから,どちらかといえば評価している,,どちらかと言えば好ましい,ゴミ問題や公共の場の混雑予想されるため,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット, 飲食施設, 観光案内所、観光ガイド",5,4,自然豊かで見どころがある,7,公共交通機関が整うとより良い,7,"故郷だから
",40～49歳,女性
越前市,とてもそう思う,県外からの観光客の増加が見込める為,とてもそう思う,県外からの観光客の増加が見込める為,そうは思わない,,そう思う,,とてもそう思う,,評価している,,好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,観光スポットを結ぶ交通機関,5,5,,5,,7,,30～39歳,男性
坂井市,そうは思わない,関西方面からの客足が少ない。芦原温泉など、こぞって値上げしておりもう利用したくない。,そうは思わない,"電車乗り継ぎ（敦賀）が不便。冬の時期、敦賀での乗り換えは特に寒い。
",そう思う,マスコミの影響か福井を取り上げた番組等多いせいか、滞在の充実度を上げる必要があると思う。,そう思う,,そう思う,,どちらかといえば評価している,,好ましい,,"地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"特に心配はない, その他",都会ではないので上記のような影響は皆無だと思う。むしろ増加に対する対応が不十分となり、行き詰まるのではないかと思う。,"観光スポットの案内板や標識（多言語表示）, 宿泊施設、土産物屋, 駐車場, 体験施設",3,3,,3,不便。情報量、体験量に差が出てくる。満足度をどこに置くかで（人によって）幸せ度が変わる。,5,高齢となり行動範囲も狭まるため。,60～69歳,男性
鯖江市,全くそうは思わない,駅周辺廃れた。,あまりそうは思わない,東京まで高くなった。関西・東海へは不便。,そうは思わない,関西との繋がりの方が大事,全くそうは思わない,私が他県に旅行したとき歓迎されたいとは全く思わない。,全くそうは思わない,見るところ、魅力なし。,まったく評価していない,駅で観光客にだけの印象。県民向けに何かしてますか？,全く好ましくない,じゃま。,特に効果は期待できない,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",1,1,なにもないから,0,なにもない。,0,,50～59歳,男性
敦賀市,そう思う,,あまりそうは思わない,普通のサラリーマンのため、関係がない,とてもそう思う,,そう思う,,とてもそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,特に心配はない,それほどまで増えないと思うから,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド",4,3,,7,,7,,60～69歳,男性
福井市,そう思う,,そう思う,,そう思う,,そう思う,,とてもそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,まちに賑わいが生まれる,,治安の悪化,,観光スポットを結ぶ交通機関,3,3,,7,,8,,60～69歳,男性
敦賀市,とてもそう思う,商店街を歩いている人が多くなった,とてもそう思う,街が活性化するのは、とても良い事だ,とてもそう思う,観光に、来てくれるとそれだけ街が潤うから,とてもそう思う,福井県の良さを知ってもらいたい,とてもそう思う,自分の住んでいる場所が評価してもらえるとうれしい,どちらともいえない,もっと情報を発信した方が良い,とても好ましい,人が集まるのは、良い事だ,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋",5,3,,5,,5,,50～59歳,女性
坂井市,とてもそう思う,,ややそう思う,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋",4,4,,8,,2,高齢化がより深刻になるから,40～49歳,女性
坂井市,そう思う,,あまりそうは思わない,,ややそう思う,,ややそう思う,,そう思う,,どちらかといえば評価している,,どちらともいえない,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 宿泊施設、土産物屋",3,4,,8,,7,,50～59歳,女性
鯖江市,そう思う,観光・仕事で来る人が増える,あまりそうは思わない,新幹線が鯖江に停まらない,そう思う,活性化につながる,そう思う,人の行き来が無いと停滞してしまう,そう思う,魅力的な観光地が多いため,どちらともいえない,地味な印象がある,好ましい,経済的に潤う,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 歴史文化資源の破壊",他の観光地で問題になっているから,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",4,3,交通機関が整備されていない（車が無いと不便）,5,娯楽が少ない,5,あまり変化がなさそう,40～49歳,男性
鯖江市,あまりそうは思わない,名古屋大阪が直通でいけなくなった,あまりそうは思わない,鯖江駅がさみしい,ややそう思う,関東からの観光客,とてもそう思う,活性化,ややそう思う,オーバーツーリズムは避けたい,どちらかといえば評価している,,好ましい,,まちに賑わいが生まれる,,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットの案内板や標識（多言語表示）,4,4,,7,,4,,50～59歳,女性
敦賀市,とてもそう思う,始発で便利になった,そう思う,乗り換え無しで関東に行ける,そう思う,関東から来やすくなった,そう思う,いろいろ良いところを知ってほしいから,そう思う,観光客が来て潤いが欲しい,評価している,全国的に宣伝をしている,とても好ましい,経済効果が上がる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋",3,4,,5,交通が不便なので高齢になると不安,3,交通の便が不安,60～69歳,女性
福井市,そう思う,,そう思う,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",3,3,,8,,8,,50～59歳,男性
越前市,そう思う,,あまりそうは思わない,,ややそう思う,,とてもそう思う,,とてもそう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,7,,5,,60～69歳,男性
南越前町,全くそうは思わない,不便になった。,全くそうは思わない,ハピラインで不便になった。,あまりそうは思わない,,そう思う,福井の知名度を上げたい,ややそう思う,交通の便が悪いから、名所があるのに、知名度が低いのは、残念だと思います。,どちらともいえない,過疎が進み住民が、こんなところにきても何もないと思っている気がする。,とても好ましい,便利になったり活性化すると思う。,"まちに賑わいが生まれる, 地域の知名度が上がる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",1,2,自然がゆたかで、水が美味しい,8,どこに住んでも同じ,7,車の運転が出来なくなったら、とても不便で生活に困るから,50～59歳,女性
大野市,あまりそうは思わない,,あまりそうは思わない,,そう思う,,そう思う,,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋",4,3,,6,,4,,60～69歳,男性
福井市,そう思う,都会に行くのに便利になった,そう思う,都会の情報が入ってきた,ややそう思う,活性化されるから,そう思う,福井が田舎ではなくなるから,そう思う,福井の良いところをPRしたい,とても評価している,観光に力を入れているから,どちらかと言えば好ましい,福井が活性化されるから,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",福井の知名度が上がる,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",観光客が好き放題していかないか心配です,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 観光案内所、観光ガイド, 駐車場",5,4,誇れる観光地が多い,9,安心して暮らせるから,9,これから、福井は良くなる気がするから,50～59歳,女性
福井市,ややそう思う,観光客が増え、観光地や福井駅が賑やかになった,ややそう思う,福井駅周辺の施設が充実し、お土産や食事など、足を運ぶ機会が増えた,そう思う,福井県の魅力を知ってもらえる。お土産や美味しいものを食べてもらえる。,そう思う,福井は地味に見えて、観光地や美味しいものがたくさんある,そう思う,,評価している,観光地を訪れると、観光客を受け入れる体制がしっかりと出来ている。,どちらかと言えば好ましい,増加するよは嬉しいが、外国人などのマナーが心配,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,駐車場,4,4,,8,,8,,40～49歳,女性
永平寺町,そう思う,永平寺に来る,あまりそうは思わない,大阪や京都に行くのが乗り継ぎがあり不便になった,そう思う,観光産業が潤う,ややそう思う,自分に何ができるか分からないため,そう思う,福井県の発展,どちらかといえば評価している,観光名所が増えると良いと思います,好ましい,産業の活性化と若者の都会への流出防止,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 宿泊施設、土産物屋, 体験施設",4,4,自然が多く子育てしやすい,8,除雪が課題,8,除雪やバリアフリー,60～69歳,女性
坂井市,ややそう思う,福井県外から人が来る事によってお客様が増えるのでお店のレベルが上がってくるかと思ってます。,あまりそうは思わない,製造業をしているので変わってくる感じはしない。,ややそう思う,福井県は閉鎖的なので新しい空気が入る事で県内のレベルが上がると思う。,ややそう思う,上記の理由と同じですが人が少ない事でのデメリットが減ると思う。,ややそう思う,福井県内の人が福井県の魅力をもう少し理解するべき機会になると思う。,どちらかといえば評価している,今までよりも頑張っているように感じるから。,どちらかと言えば好ましい,福井県内の人が自分たちのレベルを理解すれば良いと思うから。,"観光客の消費によって飲食業や宿泊業が潤う, 観光客との交流が生まれる, 移住・定住のきっかけとなる",今までの返答通りです。,"交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",海外の人はあまりマナーが良いと思わないから。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",2,2,良いと思う所には交通の便が悪いし空港がないから。,4,あまり人が良いと思っていない。,5,今より良くなることを期待している。,40～49歳,男性
永平寺町,そう思う,永平寺町のいい所を知って欲しい,ややそう思う,嶺南に行きやすい,そう思う,そうあって欲しい,とてもそう思う,新しい風が入って来る,あまりそうは思わない,旅先では無く故郷として欲しい,評価している,実際に観光客を見かける,どちらかと言えば好ましい,爆発的に増えるとは思わない,歴史文化資源の保存活用につながる,,交通渋滞や路上駐車などの交通環境の悪化,まだまだ交通インフラが整っていない,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光案内所、観光ガイド, 駐車場",4,4,実際に良い評価を聞いた,7,自然がいい,5,年齢的に活動範囲が狭くなる、交通が不便,70歳以上,女性
越前市,そう思う,新幹線開業に加えて、大河ドラマ「光る君へ」の影響もあると思われるため,あまりそうは思わない,東京方面よりも大阪方面へ行くことのほうが自身への関わりがあると思うため(サンダーバード),ややそう思う,観光地が活気づくのは良いですが、人が押し寄せて風情がなくなる懸念があります,そう思う,住んでいるまちの魅力を理解していただけるのは純粋にうれしいです,ややそう思う,人でごみごみしない程度には県外から来ていただけるとうれしいです,どちらかといえば評価している,越前市が観光PRに力を入れているのを実際に体感しています,どちらかと言えば好ましい,活気づくのは歓迎ですが、普段人がいなくて静かな落ち着く場所が人であふれかえるのは残念になります,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 観光客との交流が生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 駐車場",4,4,越前打ち刃物や越前和紙を実際に県外の知人におすすめして気に入っていただいています,7,冬の雪による交通障害や、太陽の見えない灰色の雲に覆われた世界がなければ10点です,7,毎年冬になる度に太平洋側地域の晴天にうらめしく思うことがなければ10点です,40～49歳,男性
小浜市,とてもそう思う,東京へ乗り換えなしが楽,とてもそう思う,東京まで乗り換えなしがいい,とてもそう思う,観光客が増える,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",2,1,,5,,5,,50～59歳,女性
福井市,そう思う,観光客を見るようになった,あまりそうは思わない,生活は何も変わらない,そう思う,人は増えているように見える,そう思う,せっかくきてくれたのだから、楽しく帰って欲しい,そう思う,活気があって良い,どちらかと言えば評価していない,連携してないのを感じたことがある,好ましい,今の数ぐらいなら良い,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",越前武生の駅は車が止めれないと聞いた,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",4,4,毎日平和に暮らせている,9,毎日楽しい,9,ずっと幸せでいたいと思っている,40～49歳,女性
坂井市,あまりそうは思わない,地元では見かけないから,ややそう思う,東京が近くなった,ややそう思う,福井駅は賑わってる,そう思う,楽しいので,とてもそう思う,たくさんきて欲しい,評価している,上手にアピールしてると思う,好ましい,潤う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる",そう思うので,交通渋滞や路上駐車などの交通環境の悪化,車が増えたりするので,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント",3,3,なんとなく,8,住みやすい,8,給料問題,50～59歳,女性
あわら市,全くそうは思わない,特急がなくなり敦賀で乗り換えをしなければいけない等不便になった。,全くそうは思わない,上記と同じ理由,全くそうは思わない,1回は来たとしてもリピートしようと思うような事が恐竜博物館意外ない。,ややそう思う,,全くそうは思わない,都会や観光地の真似事をせずに福井現民のための県であるようにしてほしい,どちらともいえない,,全く好ましくない,来てほしくない訳では無いが、来てもらうために県民の税金を使ったり、都会や観光地の真似事のような施設を作ったりは必要ない,特に効果は期待できない,,"歴史文化資源の破壊, 自然破壊, 治安の悪化",,その他,1,4,,6,,3,,40～49歳,女性
