No,紙/WEB,問1,問2,問3,問3 その他,問4,問5,問6,問7 1つ目,問7 2つ目,問7 3つ目,問7 その他,問8 1人目,問8 2人目,問8 3人目,問8 4人目,問8 5人目,問8 未就学児,問8 小学生,問8 中学生,問8 高校生,問8 大学生等,問9,問10,問10 その他,問11 1つ目,問11 2つ目,問11 3つ目,問11 その他,問12 1つ目,問12 2つ目,問12 3つ目,問12 その他,問13① 1つ目,問13① 2つ目,問13① 3つ目,問13① その他,問13② 1つ目,問13② 2つ目,問13② 3つ目,問13② その他,問13③ 1つ目,問13③ 2つ目,問13③ 3つ目,問13③ その他,問13④ 1つ目,問13④ 2つ目,問13④ 3つ目,問13④ その他,問13⑤ 1つ目,問13⑤ 2つ目,問13⑤ 3つ目,問13⑤ その他,問13市 1つ目,問13市 2つ目,問13市 3つ目,問13市 その他,問14,問15-1 1-1重,問15-1 1-1満,問15-1 1-2重,問15-1 1-2満,問15-1 1-3重,問15-1 1-3満,問15-1 1-4重,問15-1 1-4満,問15-1 1-5重,問15-1 1-5満,問15-1 1-6重,問15-1 1-6満,問15-1 1-7重,問15-1 1-7満,問15-1 1-8重,問15-1 1-8満,問15-1 1-9重,問15-1 1-9満,問15-1 2-1重,問15-1 2-1満,問15-1 2-2重,問15-1 2-2満,問15-1 2-3重,問15-1 2-3満,問15-1 2-4重,問15-1 2-4満,問15-1 2-5重,問15-1 2-5満,問15-1 2-6重,問15-1 2-6満,問15-1 2-7重,問15-1 2-7満,問15-1 2-8重,問15-1 2-8満,問15-1 2-9重,問15-1 2-9満,問15-1 2-10重,問15-1 2-10満,問15-1 2-11重,問15-1 2-11満,問15-1 2-12重,問15-1 2-12満,問15-1 2-13重,問15-1 2-13満,問15-1 2-14重,問15-1 2-14満,問15-1 2-15重,問15-1 2-15満,問15-1 2-16重,問15-1 2-16満,問15-1 2-17重,問15-1 2-17満,問15-1 2-18重,問15-1 2-18満,問15-1 2-19重,問15-1 2-19満,問15-1 2-20重,問15-1 2-20満,問15-1 2-21重,問15-1 2-21満,問15-1 2-22重,問15-1 2-22満,問15-2 ①1つ目,問15-2 ①2つ目,問15-2 ①3つ目,問15-2 ②1つ目,問15-2 ②2つ目,問15-2 ②3つ目,問16 1重,問16 1満,問16 2重,問16 2満,問16 3重,問16 3満,問16 4重,問16 4満,問16 5重,問16 5満,問16 6重,問16 6満,問16 7重,問16 7満,問16 8重,問16 8満,問16 9重,問16 9満,問16 10重,問16 10満,問16 11重,問16 11満,問16 12重,問16 12満,問16 13重,問16 13満,問16 14重,問16 14満,問16 15重,問16 15満,問16 16重,問16 16満,問16 17重,問16 17満,問16 18重,問16 18満,問17 自由 意見,web回答番号
70,紙,2,8,8,,4,1,2,4,5,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,99,,99,99,99,,6,14,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,3,5,3,3,3,4,3,3,3,3,3,5,4,5,3,4,3,3,3,3,3,4,3,5,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,5,3,5,3,5,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,12,99,99,99,99,3,3,4,3,3,3,4,3,4,3,5,3,3,3,3,3,3,3,4,3,5,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,,
71,紙,2,8,8,,1,1,3,1,4,5,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,9,,6,7,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,3,3,3,3,4,2,4,2,4,3,4,2,4,4,3,2,4,2,5,3,4,2,4,3,3,2,5,2,4,3,4,2,3,2,3,2,3,2,4,2,5,2,4,3,4,3,3,2,99,2,3,3,99,2,3,3,3,3,4,2,3,3,1,3,10,12,13,19,5,3,4,2,4,2,4,3,5,3,5,3,3,3,4,3,3,3,3,3,3,3,4,2,4,2,3,2,4,2,5,2,5,3,5,3,,
72,紙,2,8,7,,4,1,3,1,3,4,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,9,,6,9,16,,4,8,16,,2,5,10,,10,11,14,,3,11,14,,9,14,16,,2,4,2,4,2,4,2,4,3,4,3,3,3,3,3,4,2,4,2,5,3,4,3,4,2,5,2,5,2,4,3,4,2,3,3,3,3,3,3,4,2,4,3,5,2,4,3,4,3,4,3,4,2,4,3,4,3,5,2,5,2,5,2,1,5,11,17,18,99,5,3,4,2,4,3,5,3,5,3,5,3,4,3,4,3,4,3,5,2,5,3,4,3,4,3,4,3,5,3,5,3,5,3,5,3,,
73,紙,2,8,8,,3,1,2,1,4,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,99,99,99,,13,14,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,1,99,3,99,3,99,3,99,4,99,3,99,3,99,3,99,3,99,3,99,3,99,4,99,3,99,3,99,3,99,3,99,3,99,3,99,4,99,3,99,2,99,3,99,3,99,3,99,3,99,4,99,3,99,3,99,3,99,3,99,3,99,3,99,99,99,13,18,99,99,3,99,3,99,3,99,4,99,4,99,3,99,3,99,3,99,3,99,3,99,4,99,3,99,3,99,4,99,3,99,3,99,3,99,3,,
74,紙,2,8,10,,3,1,9,7,15,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,99,99,99,,2,8,11,,99,99,99,,6,14,18,町内の区長さん等役職が決まらない。まず市から各種団体を廃止することが先決。次回アンケートに入れてください。地区の○○協議会、○○会など減らす。,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,17,99,99,9,99,99,5,3,5,1,3,2,5,4,5,4,5,4,3,3,3,3,5,3,3,3,5,3,5,2,99,99,3,3,5,3,5,4,5,5,5,5,市の最重要課題。各町内の区長さん等の役員が決まらない。市民主役の政策により各地区町内の○○会、○○協会、○○協議会など作りすぎて、役員の取り合いなので減らすべき。国の70歳まで働き方改革も大きな原因だと思います。,
75,紙,2,9,10,,1,1,10,1,7,13,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,5,9,14,,5,9,14,,5,10,11,,4,10,11,,2,11,14,,10,13,14,,1,0,0,5,0,0,0,5,4,4,4,0,3,0,3,0,0,5,4,5,4,5,4,5,4,4,3,0,0,0,0,4,3,5,4,4,4,0,0,5,4,2,2,3,3,3,3,2,2,5,5,0,0,1,1,3,3,3,3,0,0,5,5,4,5,6,4,5,18,3,2,4,2,4,4,3,3,3,3,5,4,4,4,4,3,0,0,0,0,5,3,5,2,5,3,3,3,5,3,5,4,5,5,5,3,なかなかむつかしい問が多くあり困りました。このアンケートを読むと色々取り組まれ、ありがとうございました。,
76,紙,2,9,8,,1,1,3,4,5,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,9,99,,9,14,16,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,6,14,16,,2,3,2,3,2,3,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,2,2,3,3,99,99,99,99,99,99,4,3,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,冬の雪かきの時、空地があるのに車庫の前や曲がり角ブロック塀野中まで入れていったり、ブロックの角を削っても直してもらえないなんて…。毎年少しずつでも消雪区域を広めていってほしい。今回のアンケートとだいぶ差がありすぎますが、こういうことも考えて欲しいです。,
77,紙,2,9,99,,1,1,9,1,7,8,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,3,10,99,,10,15,99,,99,99,99,,99,99,99,,4,11,99,,1,4,15,,1,5,5,5,3,4,4,5,3,4,4,3,3,5,4,4,4,4,4,5,3,5,3,5,4,5,3,5,3,5,4,4,4,4,3,5,4,4,4,5,4,4,3,5,3,5,2,4,2,4,4,5,1,5,3,4,3,5,5,5,3,5,3,1,6,99,4,7,13,4,3,4,0,4,3,5,4,4,4,5,3,4,3,4,2,4,4,4,2,4,3,4,2,4,3,3,3,4,3,4,3,5,3,4,2,,
78,紙,2,10,8,,3,2,3,1,10,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,6,9,,6,9,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,99,99,4,3,3,3,5,4,4,3,3,99,5,3,3,3,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,4,3,99,99,99,99,3,3,5,3,5,3,5,3,5,3,,
79,紙,2,10,8,,3,1,1,5,15,99,,99,99,99,99,99,0,0,0,0,0,99,99,,98,98,98,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
80,紙,2,10,8,,1,1,3,3,4,5,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,6,9,,1,6,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
81,紙,2,10,7,,3,1,4,1,4,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,99,99,99,,1,2,3,,99,99,99,,99,99,99,,2,3,3,2,2,3,3,3,3,99,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0,3,3,3,鯖江市河端町にはポストが今まであったのですが、道が広くなったため、ポストが無くなったので、ウエルシアのどこかにつくるべきです。,
82,紙,2,10,7,,1,1,1,15,99,99,,99,99,99,99,99,0,0,0,0,0,3,1,,1,5,99,,2,5,9,,8,16,99,,6,13,99,,9,99,99,,2,3,99,,11,99,99,,6,8,13,,2,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,1,1,1,4,4,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,3,3,2,1,2,2,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,3,,
83,紙,2,10,10,,3,3,1,1,4,5,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,3,5,7,,9,13,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,2,2,3,2,4,3,5,2,5,3,5,3,3,3,4,3,3,3,99,99,4,3,5,3,5,2,3,3,5,2,3,3,3,3,3,3,3,3,4,5,5,3,3,2,99,99,99,99,99,99,3,3,3,3,0,99,5,3,0,0,3,3,0,0,4,3,0,0,0,0,5,5,2,2,2,2,99,99,5,4,5,3,5,3,5,5,,
84,紙,3,2,6,,2,2,7,15,99,99,,99,99,99,99,99,0,0,0,0,0,3,1,,6,8,9,,1,2,4,,14,16,99,,14,16,99,,2,7,16,,11,99,99,,3,4,11,,99,99,99,,2,0,0,5,1,3,1,4,1,3,3,4,2,5,1,5,1,3,2,4,1,3,1,4,2,4,1,5,0,5,1,5,0,4,3,4,1,3,1,4,1,5,1,4,1,3,1,3,1,2,1,2,1,4,1,4,1,3,1,5,1,3,1,5,99,99,5,12,21,4,1,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,1,4,1,5,1,4,4,3,3,,
85,紙,3,6,2,,1,3,6,1,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,4,7,,99,99,99,,99,99,99,,14,17,99,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
86,紙,1,5,2,,1,2,9,1,7,15,,3,2,99,99,99,0,1,1,0,0,5,3,,98,98,98,,2,6,99,,4,10,15,,2,4,6,,5,9,16,,6,9,13,,8,12,17,,8,15,16,,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,0,0,4,1,3,3,0,0,0,0,0,0,4,4,0,0,1,0,1,1,3,3,0,0,0,0,0,0,3,2,0,0,1,1,1,1,5,1,5,1,5,1,5,3,5,3,0,0,99,99,99,99,99,99,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,5,1,3,3,5,1,5,1,5,3,3,3,,
87,紙,1,6,2,,1,1,2,15,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,9,99,99,,9,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,5,99,2,2,3,3,4,4,0,0,4,4,5,5,5,5,5,2,5,2,5,2,5,2,3,3,5,2,5,2,5,4,4,3,3,3,5,2,5,4,5,4,5,2,2,2,3,3,5,1,5,5,4,4,3,3,0,0,0,0,99,99,99,99,99,99,5,3,5,3,3,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,5,4,5,5,5,5,,
88,紙,1,6,11,会社役員,1,1,6,8,12,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,9,,99,99,99,,99,99,99,,2,3,14,,99,99,99,,99,99,99,,99,99,99,,2,3,3,3,3,3,3,4,2,3,3,4,2,3,3,3,2,3,3,4,2,4,1,5,2,4,2,5,1,4,2,4,2,3,3,3,3,3,3,4,2,4,3,4,2,4,3,4,3,3,3,4,2,4,3,4,4,4,2,4,2,4,2,1,99,99,2,99,99,3,3,4,2,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,3,4,3,,
89,紙,1,7,2,,3,1,4,15,99,99,,99,99,99,99,99,0,0,0,0,0,2,3,,98,98,98,,2,5,99,,6,9,16,,6,9,16,,6,9,16,,6,9,16,,6,9,16,,6,9,16,,2,3,3,5,3,5,3,4,4,5,4,3,3,5,2,5,3,5,3,5,3,5,3,5,3,5,3,3,3,5,3,5,3,5,3,5,3,3,3,3,3,5,2,5,3,3,3,3,3,5,3,5,1,5,3,3,3,5,0,5,3,3,3,17,99,99,17,99,99,5,2,3,0,0,0,5,3,5,3,3,3,0,0,0,0,0,0,0,0,5,0,5,2,5,2,0,0,0,0,5,3,5,3,3,3,,
90,紙,1,8,10,,3,1,5,7,99,99,,99,99,99,99,99,0,0,0,0,0,2,3,,98,98,98,,2,5,99,,99,99,99,,99,99,99,,99,99,99,,6,7,12,,99,99,99,,99,99,99,,2,4,2,4,2,3,0,4,1,4,1,4,1,5,2,4,1,4,1,4,0,4,2,4,1,4,1,5,1,4,1,3,1,4,1,4,1,5,1,4,2,5,1,5,1,4,2,4,2,4,2,4,1,4,1,4,3,5,4,5,2,3,0,1,12,13,10,14,19,5,2,5,2,4,2,5,1,4,3,4,2,4,2,5,1,4,3,4,2,4,2,4,1,4,1,4,1,3,2,4,2,4,2,3,1,JK課があるが、若者・壮年・初老・助成などの課を設けて、全年齢層で取組む！,
91,紙,1,9,10,,2,1,6,9,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,99,,6,14,99,,2,6,99,,7,13,99,,11,14,99,,8,16,99,,8,13,99,,1,99,99,5,2,2,2,3,3,2,3,2,2,3,3,4,2,3,2,2,2,3,3,5,3,4,2,4,3,5,3,4,0,1,1,0,0,4,0,2,2,0,0,0,0,0,0,0,0,4,4,5,0,5,3,4,2,4,3,5,2,5,3,5,17,99,99,99,99,4,3,3,2,4,2,5,0,4,0,4,2,3,0,3,0,3,3,3,3,4,2,4,1,4,3,4,0,5,3,5,0,5,3,5,3,つつじバスや神明苑など、利用の少ないもの、採算性の悪いものは早めの廃止など考えた方が良いと思う。ＡＩとか、デジタルとか話についていけません。短期間では無理。少々時間をかけていく必要があるかもしれません。,
92,紙,1,9,4,,1,1,2,99,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,9,99,,1,6,8,,1,6,7,,6,99,99,,8,12,99,,1,3,99,,1,7,99,,2,4,99,0,0,0,0,5,3,5,3,5,3,5,2,5,2,5,2,5,3,5,2,5,2,5,2,5,2,5,2,4,2,4,2,4,2,99,4,2,2,5,2,5,2,5,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,99,99,99,99,99,99,4,2,3,2,99,3,2,2,5,2,4,2,3,3,3,2,5,2,4,2,3,2,3,2,2,2,4,3,3,2,4,2,5,3,4,2,,
93,紙,1,10,10,,3,1,3,1,4,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,6,,8,10,13,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,6,10,14,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,4,5,5,,
94,紙,1,10,10,,3,1,3,1,3,4,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,9,99,99,,6,8,16,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,,
95,紙,1,10,10,,4,2,8,99,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,9,99,,1,6,99,,1,3,5,,1,10,99,,1,99,99,,1,11,99,,6,7,14,,2,5,3,5,4,5,0,5,3,5,4,4,3,5,3,5,3,4,2,4,3,4,3,5,2,4,2,5,2,5,3,5,0,4,3,4,3,4,3,4,3,5,3,5,3,5,0,5,0,4,3,5,3,5,3,5,0,5,4,5,0,5,0,99,99,99,99,99,99,5,0,5,0,5,0,5,3,5,3,5,3,4,0,4,0,4,0,5,0,5,3,4,0,0,0,0,0,4,3,5,4,5,5,5,5,,
96,紙,2,3,8,,4,4,1,4,5,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,99,99,,1,14,16,,1,14,16,,1,99,99,,1,99,99,,1,99,99,,1,14,16,,2,5,2,5,0,4,0,4,3,4,3,3,0,5,3,5,3,3,3,4,0,4,0,5,0,5,0,5,0,5,0,4,0,4,0,4,0,4,0,4,0,5,0,5,0,5,0,5,0,4,3,4,2,5,3,4,0,3,0,4,0,4,0,1,5,99,4,12,13,4,0,5,0,4,0,5,0,4,3,3,3,3,0,5,4,4,0,5,0,5,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,,
97,紙,2,4,2,,1,1,1,4,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,99,99,,1,2,9,,1,2,9,,1,2,9,,1,2,9,,1,2,9,,1,2,9,,2,5,2,5,2,5,2,5,3,5,3,5,2,5,2,5,3,5,2,5,3,5,3,5,2,5,1,5,1,5,2,5,3,4,0,4,0,4,1,5,0,5,1,5,2,5,0,5,1,5,2,5,1,5,1,5,2,5,0,5,0,5,2,2,99,99,5,12,18,5,3,5,2,5,3,5,1,5,1,5,2,3,0,4,0,5,2,5,3,5,3,5,3,5,0,5,0,5,1,5,1,5,0,5,0,,
98,紙,2,5,2,,1,2,9,7,8,12,,3,99,99,99,99,0,0,1,0,0,5,3,,98,98,98,,2,5,9,,4,6,10,,4,6,10,,4,6,10,,4,6,10,,4,6,10,,4,6,10,,2,4,3,5,3,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,4,3,3,3,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,13,18,18,99,99,4,4,4,3,3,3,4,3,4,4,4,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,4,3,4,3,3,3,3,3,,
99,紙,2,5,3,,1,1,4,4,99,99,,2,99,99,99,99,0,1,0,0,0,3,3,,98,98,98,,1,2,5,,2,7,9,,7,9,16,,7,9,99,,7,14,99,,7,9,11,,6,7,16,,2,4,2,5,2,3,3,5,3,3,4,3,3,4,4,4,4,3,3,4,3,4,3,4,3,4,2,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,5,2,5,2,3,2,3,3,4,2,5,3,5,3,3,3,3,3,4,2,6,7,11,4,13,17,4,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,2,5,2,4,3,4,3,3,4,3,3,4,3,5,3,5,3,4,3,,
100,紙,2,5,7,,3,2,3,1,4,9,,2,99,99,99,99,0,1,0,0,0,5,2,,98,98,98,,2,5,99,,1,2,3,,1,2,3,,1,2,3,,1,2,3,,1,2,3,,1,2,3,,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,5,2,0,0,0,0,99,99,99,99,99,99,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,以前、保育園の面談に来られていた男の人があぐらを組んで物言いも上から目線だったので、とても不快でした。,
101,紙,2,5,7,,3,2,9,7,99,99,,2,99,99,99,99,0,1,0,0,0,3,3,,98,98,98,,2,5,9,,6,10,12,,7,8,16,,2,4,11,,5,9,14,,1,9,14,,6,8,16,,2,4,2,4,3,3,0,3,2,3,3,4,3,4,3,3,3,4,3,4,2,4,2,4,2,3,3,4,2,4,1,3,3,4,3,3,3,3,2,4,2,4,3,4,3,3,3,4,3,4,2,4,2,4,3,3,3,3,3,4,3,3,3,2,5,18,1,13,18,4,2,3,3,3,3,4,3,3,3,3,3,2,0,4,3,3,0,3,0,4,3,3,2,3,3,3,3,4,2,4,2,4,3,3,3,,
102,紙,2,6,2,,3,1,4,1,4,5,,99,99,99,99,99,0,0,0,0,0,4,2,,98,98,98,,1,2,5,,99,99,99,,99,99,99,,99,99,99,,6,8,16,,99,99,99,,99,99,99,,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,12,13,14,12,14,99,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,医療福祉において、もっと力を入れて取り組んでほしい。高齢者に対して介護に対しての対応も力を入れてもらいたいです。,
103,紙,2,6,11,看護師,3,1,1,99,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,5,,5,15,16,,7,8,16,,3,11,16,,3,4,16,,2,3,4,,7,8,16,,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,5,3,5,4,5,3,5,3,5,4,5,3,5,4,5,4,5,4,5,3,5,4,5,3,5,4,5,4,5,4,5,4,5,3,5,3,5,3,5,4,5,3,5,3,5,3,6,11,13,6,13,17,5,4,5,4,5,4,5,3,5,3,5,4,5,4,5,4,5,3,5,4,5,4,5,3,5,3,5,4,5,3,5,4,5,3,5,4,鯖江駅駅裏に住んでいるが、鯖江駅前に車で移動する時、417号線を利用するが、ループになっているので、遠くに感じる。近い距離なのに遠回りしてガソリンと時間の無駄。鯖江駅で電車を降りた時も駅前にしか下りれず駅裏にスムーズに下りれるようになってほしい。鯖江は駅表より駅裏の方が発展していると思うし、駅表と駅裏のアクセスをよくして欲しい。企業と大学と商業施設の誘致で、鯖江はもっと活性化できます。よろしくお願いします。,
104,紙,2,6,7,,4,1,10,7,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,3,5,6,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,6,9,14,,99,99,99,,2,5,3,5,1,5,0,5,0,5,0,5,0,5,0,5,2,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,5,3,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,5,0,5,0,5,0,5,0,5,0,99,99,99,99,99,99,5,3,5,0,5,0,5,0,5,3,5,4,5,0,4,3,5,3,5,3,5,0,5,0,4,3,5,3,5,3,5,3,5,3,5,3,,
105,紙,2,8,8,,2,1,6,2,4,5,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,9,99,,99,99,99,,99,99,99,,9,14,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,5,3,4,4,5,3,4,4,3,0,3,3,4,2,4,4,3,3,4,4,3,3,3,3,4,3,3,3,5,3,3,2,3,3,4,2,4,2,0,0,99,99,5,2,0,0,0,0,3,3,3,3,0,0,5,3,4,2,3,3,11,99,99,14,99,99,0,0,3,3,0,0,3,3,5,3,5,4,0,0,3,3,0,0,3,3,5,3,0,0,3,3,5,0,5,3,5,2,5,3,4,0,,
106,紙,2,8,3,,1,1,4,1,3,12,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,6,12,13,,3,4,14,,5,7,10,,1,9,17,,3,4,12,,1,7,14,,1,5,2,5,3,4,2,3,3,4,2,5,2,5,3,4,3,4,3,4,3,4,3,4,3,5,2,5,3,4,3,3,3,3,3,4,3,5,3,4,3,5,3,4,2,3,2,4,2,3,3,4,2,5,3,4,3,3,3,3,3,4,2,6,11,17,4,12,18,4,2,5,2,4,2,5,2,4,3,3,3,3,3,4,2,5,3,5,2,4,3,4,3,3,3,3,3,4,3,4,4,4,3,4,4,,
