【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
敦賀市,とてもそう思う,駅前や商店街のお店の新規開店の数、人の往来が増えた,そう思う,ハピライン開通により、福井市までの電車の本数が増えたこと。到着時間が早くなった（特急通過の待ち時間がなくなった）。,そう思う,マナーの良いお客さまが多い,そう思う,福井の魅力を伝えたい,そう思う,食事の美味しいお店が沢山ある,評価している,情報発信を頑張っているのがよくわかる,好ましい,街が賑わう,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, その他",4,4,歴史的価値のある場所が沢山ある、食べものが美味しい,8,住みやすい。街の規模がちょうどよい,8,今とそんなに変わらないと思う。,40～49歳,男性
福井市,あまりそうは思わない,やはり私は大阪へ行く機会が多いので敦賀で乗り換えはきついですサンダーバードで行くのがらくでした。時間もあまり変わりませんです。,あまりそうは思わない,たまにしか利用はしてませんから。,そう思う,個人的にはややマイナスですが全般的には良かったのでは。,そう思う,"福井県民としてです。
",そう思う,福井県のPRです。,どちらかといえば評価している,個人としてはあまり解らないが報道特集ではの思いから。,好ましい,県の発展です。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, ガイドなど市民参加の場が広がる",そのまま。,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 障害者や高齢者への配慮（バリアフリー）, 駐車場",3,4,地域愛して,7,福井県以外で生活したことが無いが今の生活で満足ですから。,5,先は解らないです,70歳以上,男性
越前町,あまりそうは思わない,"実際あまり変わらない感じだから
",とてもそう思う,大阪が近くなるから,とてもそう思う,観光関係が栄えるから,とてもそう思う,綺麗だから,そう思う,観光に来て欲しいから,とても評価している,いろいろな活動をしている,とても好ましい,"単純にそう思う
","観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設, その他",3,3,,2,,2,,50～59歳,男性
越前市,ややそう思う,経済効果を感じるから,ややそう思う,,あまりそうは思わない,,そう思う,,そう思う,,どちらかといえば評価している,,どちらともいえない,えちぜんたけふ駅の駐車場問題が心配,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 駐車場",2,3,,4,,4,,30～39歳,女性
鯖江市,あまりそうは思わない,在来線が不便になったから,あまりそうは思わない,在来線が不便になったが、自分はほとんど使わないのであまり影響はない,とてもそう思う,県の収入が増えるから,そう思う,福井県にとって収入の面でプラスになると思うから,そう思う,,どちらかといえば評価している,InstagramなどのSNSを活用している自治体もあるが、魅力のある投稿は少ないと感じるから。一般の人やインスタグラマーの投稿の方が参考になったり見たくなったりすることが多い。,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, その他",5,5,食の美味しさ、自然の豊かさを生かした施設,8,子育て世帯に優しい、今は車が使えるので問題ないが、交通の便はあまり良くない,8,,20～29歳,女性
越前町,あまりそうは思わない,,とてもそう思う,東京に行きやすくなった,とてもそう思う,,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,何かしてるんだろうけど、表立ってわかりにくい,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 体験施設",2,3,,6,公共交通機関が田舎すぎて不便,7,,30～39歳,女性
福井市,ややそう思う,福井駅に旅行者と思われる人が増えたと思います。,あまりそうは思わない,東京に行く時は乗り換えなく行けるので良かったと思いますが、京都・大阪方面に行く時は絶対乗り換えが必要なので不便になりました。,ややそう思う,観光客が増えるのは一部の人にはいいと思います。,そう思う,リピート率を上げたいからです。,ややそう思う,北陸新幹線開業でホテルが増えたので、たくさんの観光客に来てもらわないとホテルが継続していかないから。,どちらともいえない,恐竜に頼りすぎている気がします。,好ましい,観光客が増加すると福井県が潤うと思うので。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",オーバーツーリズムにならないようにしてほしい。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,2,,5,,5,,50～59歳,女性
坂井市,あまりそうは思わない,,あまりそうは思わない,,とてもそう思う,,とてもそう思う,,そう思う,,評価している,,とても好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,"騒音やごみの増加, 治安の悪化",,"トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",4,4,,2,,2,,40～49歳,女性
敦賀市,ややそう思う,駅前の人が増えたように思う,あまりそうは思わない,駅前のお店くらいにしか影響はないと思う,そう思う,福井のいいところを知ってもらえるから,そう思う,,そう思う,ある程度までは良いと思う,どちらかと言えば評価していない,すぐには難しいと思うが、アピールがまだまだ控えめだと思う,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",気をつけないと、小さい町なので壊れてしまいそうです,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",1,3,,8,観光以外の遊べる場所かショッピングモールのような場所がほしい,7,,50～59歳,女性
福井市,とてもそう思う,関東からの観光客が増えたため,ややそう思う,観光客が増えたのは嬉しいが、恐竜博物館など人が多すぎて行きにくくなった,とてもそう思う,福井の良いところを知ってほしいので,とてもそう思う,福井の良いところを知ってほしいので,とてもそう思う,福井が良いところだと全国的に有名にしたい,評価している,山や海のほう、嶺南のほうにも観光客がもっと増えると良い,とても好ましい,福井にお金を落としてほしいので,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 宿泊施設、土産物屋, 体験施設",5,5,とにかく食べ物が美味しい。どこに行っても混みすぎてない,8,大雪さえなければ天国,8,,40～49歳,女性
越前市,あまりそうは思わない,結局、車を使うから,そうは思わない,乗らないから,ややそう思う,関東方面からの観光客が増えたと思う,ややそう思う,福井県の魅力を感じてもらいたい,ややそう思う,,どちらともいえない,,好ましい,もっと、福井県を知ってもらいたい,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,観光スポットを結ぶ交通機関,2,2,越前市では、これと言ってないから,5,色々と、まだまだ不便を感じる,5,特に変わらんでしょう,60～69歳,男性
福井市,とてもそう思う,,そう思う,,とてもそう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,2,,4,,3,,60～69歳,女性
福井市,そう思う,福井旅番組で紹介が多い,そう思う,出張が多いから,そうは思わない,,そう思う,,とてもそう思う,福井は美味しいものが沢山有る事を知って欲しい,どちらかといえば評価している,もっとPRして欲しい,とても好ましい,経済効果期待,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",福井駅周辺をを金沢みたいに賑わいの有る街にして欲しい,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント, 宿泊施設、土産物屋, 駐車場",3,3,,7,,7,,50～59歳,女性
福井市,そう思う,,ややそう思う,,ややそう思う,,ややそう思う,,ややそう思う,,どちらかといえば評価している,,どちらともいえない,,観光客の消費によって飲食業や宿泊業が潤う,,特に心配はない,,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋",3,3,,7,,7,,40～49歳,女性
越前市,そうは思わない,新幹線の駅が街中ではないから,全くそうは思わない,サンダーバード等が敦賀止まりになったから,あまりそうは思わない,,とてもそう思う,,とてもそう思う,,どちらともいえない,,とても好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,特に心配はない,,観光スポットを結ぶ交通機関,5,5,,10,,10,,20～29歳,女性
坂井市,あまりそうは思わない,,とてもそう思う,東京への交通の便がよくなり、日帰りも計画しやすくなった。,そう思う,,ややそう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,3,4,,3,,3,,60～69歳,女性
坂井市,ややそう思う,観光客は増えるかもしれないが、観光消費額はそれほどには増えないと思うから。住民は最寄新幹線駅が遠いのでほとんど影響がない。,あまりそうは思わない,騒音による悪影響。それ以外は良い影響も悪い影響もない。,とてもそう思う,,とてもそう思う,,全くそうは思わない,これまで観光客の目的地・旅先としての位置付けは、他都道府県と比べてかなり小さいから、問いの前提が適当でないと思う。,どちらかと言えば評価していない,良い効果を生んでいる取り組みもあれば、全く効果が出ないものもある。後者について、改善が図られるものもあるが、そのまま継続されるものが多いのは良くない。,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,特に心配はない,,"飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",5,3,,10,,9,,50～59歳,男性
福井市,とてもそう思う,行動範囲が広がるから,とてもそう思う,県外いく機会が増えた,とてもそう思う,県外の方の行動範囲が広がる,とてもそう思う,福井の良いところを知ってもらいたい,とてもそう思う,楽しい所もいっぱいあるから,とても評価している,福井のアピールがんばってると思います,とても好ましい,経済効果があがるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",福井県が潤うから,"交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",外国人のマナーが怖い,"観光スポットを結ぶ交通機関, 観光イベント",4,3,イオンなどモールショッピングやコストコなど集合施設が少ない,6,モールショッピングなど集合施設など少ない,5,このまま変わらなたかったら悲しいです,50～59歳,女性
小浜市,ややそう思う,敦賀から流れてくる観光客はいると思う,あまりそうは思わない,関西圏に行くのに乗り継ぎが必要になり少し面倒になった。,とてもそう思う,経済面だけでなく人口面でも良い影響を与えうる。,そう思う,,とてもそう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,特に心配はない,,"トイレ・休憩所等の整備及びユニバーサル化, 観光イベント",4,5,,9,,9,,30～39歳,男性
坂井市,そう思う,あわら温泉駅が近いので助かります,あまりそうは思わない,関西　中京　東海地区へは　乗り換えなければならないのが　不便です,とてもそう思う,福井県への観光が増えるでしょう,とてもそう思う,知名度がいまいちなので　ぜひら李県してほしいです,とてもそう思う,石川県より　頑張ってほしい,どちらかといえば評価している,丸岡城を早く国宝にしてほしい,とても好ましい,経済的効果を期待します,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 障害者や高齢者への配慮（バリアフリー）, 観光案内所、観光ガイド, 駐車場",5,5,古城　丸岡城は自信を持ってお勧めします,7,やはり　雨が多い～,8,済めば都で　過ごしやすい,70歳以上,男性
福井市,あまりそうは思わない,福井市内に他を圧倒する観光地がない。,全くそうは思わない,生活の上で利用することがない。,ややそう思う,人口減少が著しく、交流人口を含めて活性化が必要。,ややそう思う,多くの人に福井を知って欲しい。,ややそう思う,魅力を知って頂き、移住・定住して欲しい。,どちらかといえば評価している,観光情報は頻繁に入るが、効果が薄い。,どちらかと言えば好ましい,町に活気が出る。住民のおもてなしの心が醸成され、モチベーションが上がる。,"まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 飲食施設",3,3,文化的刺激が少ないため。,7,ゆっくり時間で生活出来る。,6,高齢者にとって、身近に買い物出来る場所がないこと。,60～69歳,男性
鯖江市,そうは思わない,鯖江駅がJRでなくなりローカル線になったから,ややそう思う,新しい施設のオープンやイベントが増えたから,そう思う,新しい施設のオープンやイベントが増えたから,ややそう思う,恐竜博物館など他県にないコンテンツが有る,ややそう思う,他にはない魅力があるコンテンツが有る,どちらともいえない,アピール下手が否めません,好ましい,経済が活性化するから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,自然破壊,,"観光スポットを結ぶ交通機関, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド",3,4,眼鏡という誇れる産業が有るから,5,給与が低く、イベントなど娯楽が少ない,5,劇的には変化がないと思われる,50～59歳,男性
大野市,あまりそうは思わない,大野市まで足を伸ばしてもらえてない印象,ややそう思う,関東への移動の時間短縮,ややそう思う,恐竜博物館の来館者が多い,ややそう思う,良さを知って欲しい,ややそう思う,都会にはない良さがある,どちらともいえない,大野市の街中を見ても観光客が多いとは言えない,どちらかと言えば好ましい,経済が回る,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット",3,3,交通も医療も不便な点がいくつもある,5,除雪問題　病院がなくなり市外まで通院する不便さ,5,便利に変わるとは思えない,50～59歳,女性
勝山市,ややそう思う,恐竜博物館が賑わっているから。,そうは思わない,博物館に関連するような所に関わっていないから。,ややそう思う,サービス業などの仕事が増えるから,ややそう思う,福井について知ってもらえて地名度があがるから。,ややそう思う,福井の良さを知ってもらい、定着してもらえると活気が生まれる。,どちらかといえば評価している,イベントを盛り上げようと企画しているから。,どちらかと言えば好ましい,サービス業などの仕事が増える,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 移住・定住のきっかけとなる",大きなイベントでは市外からの観光客が増えている。移住や定住にはつながっていない。,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 体験施設",3,4,恐竜博物館の存在が大きい。,7,地域の方をよく知っているので居心地がいい。ただ、奥越は雪が多いのでその負担も大きいし体力的にもしんどい。,6,高齢者が多く周りの空き家が増々増えそう。空き家問題は早急に取り組むべき。観光的にも治安にも悪い。,70歳以上,女性
坂井市,あまりそうは思わない,,あまりそうは思わない,大阪、名古屋へのアクセスがしにくくなった,ややそう思う,,そう思う,,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 体験施設",4,2,,7,,6,,30～39歳,女性
坂井市,とてもそう思う,さまざまな投資や催し物開催が行われたから,とてもそう思う,信州や関東方面へ行きやすくなったから,そう思う,催し物などで活気付いたから,そう思う,福井の良さを知ってもらいたいから,ややそう思う,移住も検討してもらいたい,評価している,積極的に取り組んでいるから,好ましい,ある程度までなら活気付いていいから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 観光案内所、観光ガイド",4,4,福井は自然、食、人がいいから,9,暮らしやすく安心して生活できるから,9,大きな改悪はないと思うから,60～69歳,男性
福井市,そう思う,転居して来た家族がいるから,そう思う,旅行先が増えた,とてもそう思う,観光客がいて,とてもそう思う,人気度向上に努めて,とてもそう思う,"県民が潤い、そして経済発展
",とても評価している,宣伝して良い結果を,とても好ましい,いろんな面で発展していい結果である,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋",4,4,住みやすい県,8,私が Uターン者だから,8,,70歳以上,男性
坂井市,そう思う,関東からの観光客が増えた,そう思う,乗り換え無しで東京に行ける,とてもそう思う,観光客が増えた,とてもそう思う,バス運転士をしてます,とてもそう思う,今までは無名だったが県名がわかるようになった,評価している,観光地への案内が充実して来た,とても好ましい,観光客が金を落としてくれる,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 飲食施設, 駐車場",5,5,宿泊施設や食事場所が多い,8,田舎の割に物価が高い,6,物価高になると思う,60～69歳,男性
鯖江市,そうは思わない,鯖江に住んでるから、影響は良い意味でも悪い意味でもない,ややそう思う,都会から北陸に来てくれる,そう思う,お金を落としてくれるから,とてもそう思う,,あまりそうは思わない,,どちらかと言えば評価していない,,好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,観光スポットを結ぶ交通機関,5,5,,10,,10,,30～39歳,女性
坂井市,ややそう思う,観光業が賑わう,あまりそうは思わない,,ややそう思う,,そう思う,,あまりそうは思わない,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）, 宿泊施設、土産物屋",2,2,,7,,7,,50～59歳,女性
越前市,そう思う,東京が近くなった,そう思う,東京が近くなった。,そう思う,関東からの観光が便利になった。,そう思う,福井県には魅力がいっぱいある。,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,特に心配はない,,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 駐車場, 体験施設",4,4,,8,,9,,70歳以上,男性
坂井市,そう思う,人が増えました,そう思う,福井を知ってもらえるから,そう思う,福井のいいところもっとしてってほしい,ややそう思う,福井はいいところだから,ややそう思う,恐竜がいる,どちらかといえば評価している,美味しいものいっぱい,好ましい,人が増えるからどう,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 移住・定住のきっかけとなる",移住者が増えるといいですね,騒音やごみの増加,人が増えるとうるさくなひそう,観光スポットを結ぶ交通機関,5,5,福井空気が美味しい,10,地元ラブです,10,家があるから,20～29歳,女性
坂井市,ややそう思う,関東からのお客様は増えるのは良いが、関西が不便になったので。,あまりそうは思わない,京都に友達も多いのですが、不便になったから。,そう思う,全国にあまり知られていないので、もっと知ってほしいから,そう思う,福井がすきだから。,そう思う,観光によって、収入が増える産業も多いと思うから。,評価している,色々と作戦が見える。成果はバラバラだと思いますが。,好ましい,収入につながる産業が増えるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光案内所、観光ガイド, 駐車場",5,4,わが町が大好きだから,8,公共交通は不便だか、食べ物は美味しい。,8,前提として、自身が健康であることが幸せにつながりますが。,60～69歳,女性
福井市,そう思う,駅の周辺がにぎやかになった。,そう思う,駅が整備させたため、駅周辺に行く目的の店が増えた。,そう思う,にぎわいがうまれている。,そう思う,福井の雰囲気がよくなる。,ややそう思う,観光だけだと2，3回で飽きられると思うので、ビジネスの相手先企業に来県しやすくなるのが一番のメリット。,評価している,歓迎ムードが感じられる。,好ましい,街がにぎやかになる。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",4,3,自分がお勧めと思っている場所が訪問目的地と聴くと嬉しい。,6,天候が一年を通して快適な時が少ない。,6,大規模な変化が5年であるとは思っていない。,50～59歳,女性
越前市,ややそう思う,越前たけふ駅ができたので越前市で乗り降りする人が多少は増えたのではないかと思う。個人的には駅が武生駅より近くなったので利用しやすくなった。,ややそう思う,"実家が広島なので帰省する時にえぐ近いし駐車場がたくさんあるので利用しやすくなった。
その反面、サンダーバードに敦賀で乗り換えないといけないのは少しネックです。",そう思う,観光地近辺のお住まいの方は何かご苦労があるかもしれませんが、日本全国の方に福井の良さをわかってもらえると嬉しいです。,とてもそう思う,広島から嫁いできましたが、福井県はとても住みやすく自分に水があってる気がします。自然豊かで、県民の人柄も良く、地域のコミュニティが活発なのが今の時代とても大事なことだと思います。その福井の良さを日本全国の皆さんにわかってもらいたいです。,とてもそう思う,都会や賑やかな場所に行きがちな観光客に福井の文化や工芸品、県の雰囲気まで体で感じて幸せをわかって欲しい。,とても評価している,都会では希薄になっている地域の連携が福井は充実している。小さな子　子供からお年寄りまで、笑って過ごせる組織形態が素晴らしい。これからはこういった助け合って生きる考う方が大事だと思う。,とても好ましい,観光客の方がたくさんくると知名度もあがるし、財政的にも豊かになるのでさらに福井県が活発になるので増加に賛成です。そして、福井の良さを全国に発信してほしい。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる, その他",福井ならではの昔ながらの人と人とのコミュニティの大事さを都会の人にもわかって欲しい。,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 駐車場",5,5,実際県外から福井県に来て、住みやすい、幸福感が感じられる場所だという事を実感しているから。,10,地域の連携や全人口に目が行き届いている町だと思います。,10,今の地域の組織などに自分も参入してより充実した日をおくれている気がします。,40～49歳,女性
福井市,とてもそう思う,福井駅前が活性化されている気がする,とてもそう思う,旅行に行く動機付けとなっている,とてもそう思う,,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,治安の悪化,,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋",4,3,,9,,9,,50～59歳,男性
