【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
越前市,あまりそうは思わない,観光客みない,ややそう思う,税収入が増えて生活環境がよくなるかなー？,そう思う,問3の回答と同じ,そう思う,良い県だと思うから知って欲しい,とてもそう思う,恐竜は最大の魅力！唯一無二,評価している,栗田元知事が基礎を作りさらに歴代知事が広げたから,好ましい,賑やかになる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,その他,4,4,海山近いし食べ物美味しい,9,8号の渋滞以外は満足,9,,40～49歳,男性
福井市,とてもそう思う,交通の便が良くなり人が集まりやすくなるのと新幹線開通のニュースは全国で流れており知名度も上がるため。,そう思う,北陸割など色々なキャンペーンに乗っかれる。,とてもそう思う,経済効果があり、福井県民への還元が期待される。,とてもそう思う,福井県は知名度も低いのに来てくれることはありがたいです。,とてもそう思う,恐竜博物館は世界規模だと思います。もっともっと観光地として栄えると期待します。,評価している,恐竜推しなのはとても良い事。永平寺やあわら温泉ももっとアピールできそう。,とても好ましい,活気がある街になると、県民も明るくなると思うから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,治安の悪化,,観光スポットを結ぶ交通機関,4,4,やはり恐竜や食べ物は本当に自慢できます。,9,子育ても、食べ物もとても良いです。とくに混まないのが住みやすく感じます。,10,歳をとっていくと余計に食や文化を好きになっていると思うから。,40～49歳,女性
小浜市,全くそうは思わない,,全くそうは思わない,,ややそう思う,,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 駐車場, 体験施設",3,3,,6,,6,,30～39歳,女性
福井市,そう思う,観光客が増えると思います。ただ関西や中京からは敦賀乗り換えが不便で少し残念です。,あまりそうは思わない,いつか東京へ行くかもしれない時は便利かなと思いますが、実家が関西なのでサンダーバードが福井まで繫がっている方がありがたいです。,ややそう思う,,とてもそう思う,,ややそう思う,観光客の来県を期待するなら、もう少し公共交通機関を充実させる方がいいと思います,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 観光案内所、観光ガイド, 駐車場",3,3,,6,,4,高齢になるにつれ冬の福井は不便だと感じるから,60～69歳,女性
鯖江市,あまりそうは思わない,鯖江は交通の便は不便になった,ややそう思う,県内の産業が活性化すれば、結果的にメリットがあると思う,ややそう思う,関東圏からの観光客が増加した,とてもそう思う,福井を楽しんで欲しい,とてもそう思う,沢山いい所がある,どちらかといえば評価している,頑張っていると思う,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットの案内板や標識（多言語表示）,5,5,,8,,8,,60～69歳,男性
福井市,そう思う,観光客の増加,ややそう思う,関西方面への移動,ややそう思う,福井をたくさんの人に知ってもらえる,そう思う,もてなし,そう思う,盛り上がりにかける,どちらかといえば評価している,やや認知されだしてきた,どちらかと言えば好ましい,福井が日本に知られる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,治安の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント",4,4,美味しいものがある。自然が豊か,6,住みやすい,5,なんとなる,40～49歳,男性
福井市,ややそう思う,観光客が増える,あまりそうは思わない,関西に行きにくい。騒音か気になる。,そう思う,,ややそう思う,観光と食を味わってもらいたい。,ややそう思う,,どちらかといえば評価している,,好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,3,,7,,6,,60～69歳,女性
あわら市,あまりそうは思わない,"車ばかり利用するので、新幹線の利用をしたことが無い
",あまりそうは思わない,,そう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,どちらかと言えば好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,"騒音やごみの増加, 自然破壊",,"トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 駐車場",5,3,,10,,10,,50～59歳,女性
越前市,あまりそうは思わない,通過地点でしかないと感じるため,あまりそうは思わない,大阪、名古屋方面へのアクセスが悪くなった,そう思う,経済的影響は大きい,とてもそう思う,また来て頂きたい,とてもそう思う,経済的に潤う,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,歴史文化資源の破壊,,"観光スポットを結ぶ交通機関, 観光マップやパンフレット, 駐車場",2,4,,8,住みやすく良いところ,8,,50～59歳,女性
越前町,そう思う,集客力アップへの期待,あまりそうは思わない,直接の影響がないため、外部不経済への不安がある,そう思う,極端なインバウンド等流入がないと思うから,そう思う,福井の好感度が高まるように,ややそう思う,活性化への期待と反面の犯罪への不安が混在しています,評価している,先ずは、恐竜での関心を高め実際に福井に来てもらうことが必要,好ましい,許容範囲内であれば好ましい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 駐車場",3,5,自然環境を活かした福井の田舎としての良さ、食や人の良さは誇れる,8,総合的に社会経済面での安全安心度が高いから,6,人口減少の影響がどのように影響するか予測不可能,60～69歳,男性
福井市,そう思う,,そう思う,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,まちに賑わいが生まれる,,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットの案内板や標識（多言語表示）,3,3,,6,,3,,30～39歳,男性
坂井市,あまりそうは思わない,関東と関西の差があるため,あまりそうは思わない,東京は行きやすいが大阪は大変になったから,ややそう思う,開業にむけて整備したり意識をかえたりしたから,そう思う,せっかく観光にきてくれたから,そう思う,田舎であることにも魅力はあるから,どちらともいえない,まだ評価するまで達していないと思う,どちらかと言えば好ましい,美味しい食事を食べてほしい,"波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",,"観光スポットを結ぶ交通機関, 観光イベント, 宿泊施設、土産物屋, 駐車場, 体験施設",3,3,食はおすすめだけど観光はかなりバラバラなイメージ,7,雪以外は問題ない,6,子供達か仕事のため都会へ出て行ってしまったから,50～59歳,女性
越前市,そうは思わない,在来線と離れた場所の駅なんて使いにくい。関西・東海方面に行くのに本当にめんどくさくなった。たった数分の敦賀駅までわざわざ指定で？意味がわからない,全くそうは思わない,逆に良い影響って何があるか教えてほしい,そうは思わない,歴史的・文化的つながりの深い関西方面を切り捨てるような状況はよくない,ややそう思う,,ややそう思う,,どちらともいえない,何をしているかあまり知らない,どちらかと言えば好ましい,経済面,"まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,観光スポットを結ぶ交通機関,2,2,,2,遊ぶ場所がない、文化的興味をいくものも少ない,2,,40～49歳,女性
越前市,ややそう思う,越前市内より新幹線駅までがやや遠いのが難点です,ややそう思う,今の住まいから新幹線駅までが不便,そう思う,観光地が多くあります,そう思う,福井県の名産を知って欲しい,そう思う,福井県民でも行った事がない観光地がある,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",2,4,,7,食べ物には満足している,5,,70歳以上,男性
大野市,あまりそうは思わない,福井駅から大野市への移動手段があまり改善されてないかも,ややそう思う,東京方面へ行くのには少し便利になった,ややそう思う,観光客が増えてる,ややそう思う,自然があり食べ物豊富である,ややそう思う,何度も来たくなる場所であってほしい,どちらかと言えば評価していない,"評価するところがない
",どちらかと言えば好ましい,ほどほどに来て欲しい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる, 特に効果は期待できない",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,3,"不便な所だけどお勧めの場所は沢山ある
",8,まあまあすみやすい,8,少しずつ便利になっている,50～59歳,女性
福井市,ややそう思う,テレビでとりあげられるようになった,全くそうは思わない,生活が変わることはない,あまりそうは思わない,観光客が来ることで収益は上がると思う。,ややそう思う,興味を持ってきてくれる人は歓迎したい,ややそう思う,飽きられると思う。継続は難しい。,どちらともいえない,取り組みを実感はしていない,どちらかと言えば好ましい,収益は上がる,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,特に心配はない,そんなに人は来ない,"トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 体験施設",3,2,他県にあるものはない。他県にないものは少ない。,5,他の県をに住んだことがない。知らない,5,かわらない,40～49歳,女性
福井市,とてもそう思う,"東京が凄く感じられる
実際かがやきに乗れば６ケの駅で着いてしまうのは最高です",ややそう思う,新幹線のおかげで福井駅が賑やかになって、行く回数が増えたし、多くの人がいるのを見るだけでも今までの福井とは違うなというチョットした感度がある,とてもそう思う,福井が活性化される,とてもそう思う,一見さんでは終わってほしくないから,とてもそう思う,福井の魅力を少しでも多くの人に知ってもらいたい,どちらかと言えば評価していない,"まだまだ宣伝が足らないと思う
県外のTVや宣伝できる場所では「また福井の宣伝か」と飽きられるくらいやっても良いくらいだと思う",とても好ましい,福井が元気になっていく,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",1,3,まだまだ福井の良さが認知されていないので、お勧めしても「何ソレ？」って言われそう,7,"天気が悪い日が多い
天気予報で太平洋側が好天なのにコッチが悪い天候だとイライラする",8,少しずつでも県外の人に楽しんでもらえる県になっている、ものと期待しているから,50～59歳,男性
福井市,とてもそう思う,メディア等で取り上げてもらう可能性が上がった,あまりそうは思わない,勤務先が直接影響のない業種だから,とてもそう思う,関東圏からも旅行しやすくなった,とてもそう思う,魅力度が低い福井県の良さを知ってもらいたい,とてもそう思う,他県に方には知られていない魅力が多いため,評価していない,知事、市長等が先頭になって、トップセールスしていない。または、しているように見えない。,とても好ましい,福井県の経済が成長する可能性が高い,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント",5,5,他県にはない魅力を知っているから,8,経済も比較的安定しており、治安もよく、程よい規模感で特に混雑していないのでちょうどよい,8,このままの状態が継続しそうな感じがしている,50～59歳,男性
鯖江市,とてもそう思う,メガネを作りにきてくれる,とてもそう思う,JRで勤めているから,とてもそう思う,人が来る,とてもそう思う,福井は美味しいものがたくさんあるから,そう思う,あり続けたいが、交通の便が悪い,どちらかといえば評価している,もっとテレビで特集してもらえるとよい,とても好ましい,消費が増えるから,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光案内所、観光ガイド, 駐車場, 体験施設",5,5,福井はいいところだから,10,金沢にも近いし関西にも近い,10,,30～39歳,女性
鯖江市,そうは思わない,鯖江市に新幹線の駅がない為,ややそう思う,東京方面は新幹線で出かけられるので,とてもそう思う,観光地にお客様が来て、経済効果がある,そう思う,福井を旅行先に選んでくれたのでなにかあれば,とてもそう思う,福井の経済効果の為,とても評価している,恐竜を全面に出しアピールが良い,とても好ましい,経済効果,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,恐竜目的の家族連れが多いから大丈夫かな,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント",3,4,鯖江はめがぬの町をもっとアピールして,8,スノーボードが趣味（雪が降る地域）アウトドアなども好きで、あと都会（京都、名古屋、金沢）も近く遊びに行きやすく、とても住みやすい。,9,新幹線がきたことで、いろんなとこが整備され、もっと町になると思うので、イオンモール、コストコなども来て欲しいですね!　大阪まで新幹線をつなぐ計画もあり1日もはやく、大阪までつないでほしいです!,50～59歳,男性
福井市,あまりそうは思わない,,あまりそうは思わない,,あまりそうは思わない,,ややそう思う,,あまりそうは思わない,,どちらともいえない,,どちらかと言えば好ましい,,波及効果により他の地場産業が活気づく,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, その他",3,2,,6,,5,,60～69歳,女性
鯖江市,そうは思わない,"関西、中京へ実質アクセス時間が増えた。高齢者の脚では8分では間に合わない。鯖江以南では東海道新幹線と時間、運賃のメリットが無い。
",あまりそうは思わない,自分の観光、仕事では自動車中心なので中部縦貫自動車道延伸の方が影響があると思う。,ややそう思う,新幹線延伸で福井に興味を持って来てくれる機会が増えたと思う。,ややそう思う,来てくれる人が増えると経済的に潤うとおもい,あまりそうは思わない,北陸、北近畿へのアクセスのハブでもよいとおもう。,どちらともいえない,,どちらともいえない,治安悪化、混雑が増えるかもしれまい。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 障害者や高齢者への配慮（バリアフリー）",3,4,,6,自然環境、公共施設の充実度,5,あまり今と変わらない気がする,60～69歳,男性
坂井市,とてもそう思う,,とてもそう思う,,全くそうは思わない,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 移住・定住のきっかけとなる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光イベント",5,5,,10,,9,,30～39歳,男性
敦賀市,とてもそう思う,観光客が増える為,ややそう思う,長野県へ行きやすくなる,とてもそう思う,経済効果が見込めるため,とてもそう思う,マイナーな県である福井を知ってもらえるため,とてもそう思う,全国的にはまだ知られていない素敵な場所が沢山ある為,どちらともいえない,実際にやっている事を知る機会があまり無い為,とても好ましい,経済効果が見込める為,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット",5,5,自然豊かで食べ物が美味しくて風光明媚,10,あらゆる点で恵まれているから,10,特に不安を感じない為,50～59歳,女性
福井市,とてもそう思う,にぎやかになった,とてもそう思う,東京へ行くのに乗換がなくなった,とてもそう思う,カニを食べに来る人が増えそう,とてもそう思う,福井県を知ってもらいたい,とてもそう思う,人がこないと過疎化する,とても評価している,もっと住みやすい街になる,とても好ましい,街が活気づく,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット",5,5,住みやすい,10,生まれ育った街,10,,60～69歳,男性
福井市,そう思う,,ややそう思う,関西方面へのアクセスが悪くなった,ややそう思う,関西方面へのアクセスが悪くなった,とてもそう思う,,そう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",4,3,,8,,8,,50～59歳,男性
福井市,ややそう思う,人口が増える,ややそう思う,名古屋高速バス路線客増加,ややそう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,8,,7,,60～69歳,女性
敦賀市,ややそう思う,首都圏との直接的な繋がりが出来たため,ややそう思う,乗り換えなしで東京まで行けるため,そう思う,,ややそう思う,,ややそう思う,,評価していない,県内の他市町村と比較して、PRが足りないため,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",4,4,,5,,5,,60～69歳,男性
永平寺町,ややそう思う,現時点で良い影響があると言われてますが、何度も来福して頂くには、変化も必要だと思います。なので今の所ややそう思います。,あまりそうは思わない,宿泊、外食の物価が軒並み上昇したのがあり、今のところ良い影響を感じない。,ややそう思う,今の所、観光のお客さんの悪い噂は聞いていないから,とてもそう思う,住んでいる町が良いところだと感じて帰ってもらえると、こちらも嬉しく思うから,とてもそう思う,今までの福井は、観光地に向かう通り道の役割が大きく、たまに渋滞などの置き土産しかありませんでした。金銭的な物も置いていってもらい、県も潤って欲しいから,どちらかといえば評価している,住民としては、取り組みを理解していますが、果たして観光にきた人に伝わっているか疑問に思う。,好ましい,増加して、今までの生活が脅かされるのであれば、とても好ましいとは言えませんが、今の所はもっと増えても良いと思います。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",自分が他の県に観光に行ったら、こう思うのだけチェックを入れました。宿泊、食事はもちろん、必然的に人は増えるので賑わいが生まれます。寺社仏閣に行くとお賽銭は出しますし、行ったところは記憶に残るからです。,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",インバウンドの影響で、すでにニュースになっているところがあるからです。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",4,4,問11の質問であげた物があまり揃って無いから,10,観光に行って帰って来るとホットするから,10,5年前からくらべると、何も変わらないから,50～59歳,男性
大野市,あまりそうは思わない,車がないと不便な場所だし、全国に誇れるものがない,ややそう思う,旅行が好きなので、自分が旅行をするといった意味で良い影響がある。,そう思う,人口減少で閉店するお店もあるので、県外からお金を落として貰えると賑やかなになって良い。,そう思う,県外の車が走ってるだけでも嬉しいし、福井県に来てくれたというだけで好感度が高い。,そう思う,活気がある場所になって欲しいから。,どちらともいえない,観光地一つ一つが遠いし、閉まってる店舗も目立つ。田舎の方は食事する場所が少ない。観光客にお金を使ってもらう場所がない。,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 移住・定住のきっかけとなる",福井に観光に来た事がきっかけで定住した人を何人か知っているので。,自然破壊,観光客が海外の人にまで及ぶと不安は増えると思うが、海外の方はほとんどいないので今のところ大きな心配はない。,"観光スポットを結ぶ交通機関, 観光イベント, 観光マップやパンフレット, 飲食施設, 体験施設",3,3,実際訪れた人を案内しようと思っても困る事が多い。,8,自然が多くて隣近所が近すぎない。,8,5年では大きな変化はなさそう。,30～39歳,女性
越前市,とてもそう思う,越前たけふ駅の開業,あまりそうは思わない,新幹線の利用頻度が少ない,そう思う,観光客の入りが大きい,そう思う,福井のいいところを知ってほしい,そう思う,リピーターをふやしたい,どちらかといえば評価している,県の取り組みは見える,好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,3,4,,9,,9,,60～69歳,男性
福井市,そう思う,,そう思う,東京に行きやすくなった,そうは思わない,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋",5,4,,8,,7,,50～59歳,女性
福井市,とてもそう思う,"駅前の賑わいがまるで違うから。
朝からスタバやマックにお客さんが居る。
もちろん夕方のクルフもいっぱいです。",そう思う,北陸新幹線に乗りました。とても便利です。,そうは思わない,"恐竜広場が県内外の人に喜ばれています。
小さいお子さんからご年配の方まで。
この先も恐竜が増殖するので楽しみです。",とてもそう思う,新幹線開業前のガラーンとした福井駅前は寂しすぎでした。スーツケースを持った人を沢山見かけるようになり、とても嬉しいです。,とてもそう思う,おろしそばやソースカツ、秋吉など蟹以外にも美味しい食べ物が沢山あるので、春夏秋冬福井を堪能して欲しいです。,評価している,サンドームのコンサートの時も、地元や市役所職員が積極的に関わっていたので素晴らしいと思いました。サンドームの良さをアピールして、もっともっとアーティストに選ばれて欲しいな。,とても好ましい,お土産を購入されているのを見かけると本当に安心します。経済が回ります。また福井にぜひ来て頂きたいです。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",福井駅に電車通勤しているので、まちの賑わいは、毎日感じています。,特に心配はない,困り事は起きていません。,"トイレ・休憩所等の整備及びユニバーサル化, 駐車場",4,4,福井は、ゆっくり過ごしたい方にピッタリです。恐竜博物館も、もっともっと来て欲しいです。,7,住みやすいです。スーパーのお惣菜、刺身もレベルが高いと思います。働き口も割とあるので。,8,もっと良くなると期待しています。,50～59歳,女性
福井市,ややそう思う,少しはふくいに来てくれる人が増える気がするから,ややそう思う,駅前が栄えるから,とてもそう思う,福井県が潤うから,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 観光案内所、観光ガイド, 駐車場, 体験施設",4,2,何もないから,5,不便すぎる,6,,30～39歳,女性
坂井市,あまりそうは思わない,坂井市には新幹線駅がないため。,あまりそうは思わない,神戸の娘の家に行くのに、乗り換えが増えて不便になった。,ややそう思う,訪れる人は増えたような気がする。,そう思う,福井県の印象をよくしたいから。,そう思う,まだ知られていない観光地やいいものがたくさんあるから。,どちらかといえば評価している,新しいホテルや、イベントが増えている。,好ましい,多くの人が来てくれると街が活性化する。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",4,3,観光地はあるが、交通の便が悪いと思う。,7,今のところは自分で車の運転ができるため不便に思わない。,7,あまり変わらないと思う。,60～69歳,女性
