【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
越前市,ややそう思う,新幹線の越前武生駅が少し賑わっている,あまりそうは思わない,何も変わっていないから,そう思う,観光以外に福井研の魅力をあまり感じないから,とてもそう思う,福井県がとてもいい県だから,そう思う,越前ガニや恐竜など魅力的だから,どちらかと言えば評価していない,新幹線の越前武生駅の駐車場が少ないことや、越前武生駅からの交通手段が少ない。,好ましい,市が活気付く,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,5,食べ物が美味しく、自然や景色が素晴らしいから,9,野生動物が怖い,5,あまり想像がつかない,50～59歳,女性
福井市,ややそう思う,,あまりそうは思わない,,ややそう思う,,そう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,まちに賑わいが生まれる,,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",3,3,,5,,5,,70歳以上,男性
鯖江市,あまりそうは思わない,鯖江駅がないため,あまりそうは思わない,鯖江にとまらないため,そう思う,観光客が増えたように思える,そう思う,県に活気がでそう,そう思う,福井に移住してもらうきっかけに,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 宿泊施設、土産物屋, 駐車場",4,4,,8,,8,,60～69歳,男性
福井市,とてもそう思う,,あまりそうは思わない,普段の生活には全く無関係,とてもそう思う,,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント",4,4,,8,,8,,50～59歳,男性
坂井市,あまりそうは思わない,,そう思う,,そう思う,,ややそう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",3,3,,8,"交通機関に不便を感じる
免許証返納すると病院や買い物に不便
",7,,70歳以上,女性
福井市,そう思う,"観光客が増えて街が賑やかになる
アクセスしやすくなることでツアーで福井に来てくれるアーティストが増える",あまりそうは思わない,関西方面へ行きにくくなった,そう思う,テレビなどで福井県の魅力が取り上げられる機会が増えるから,とてもそう思う,美味しいものをたくさん知って食べてほしいから,とてもそう思う,まだ知られていない魅力がたくさんあるから,どちらともいえない,どういった取り組みをしているのか、よく知らないから,好ましい,今まで観光客が少なすぎたと思う。もっと増えてほしいです,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットの案内板や標識（多言語表示）, 観光イベント, 観光マップやパンフレット, 宿泊施設、土産物屋, 駐車場",5,4,食べ物が美味しいから,10,子育てしやすく、住みやすいから,10,,40～49歳,女性
小浜市,あまりそうは思わない,,あまりそうは思わない,,そう思う,,ややそう思う,,ややそう思う,,どちらともいえない,,好ましい,,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）",4,4,,7,,7,,60～69歳,男性
福井市,ややそう思う,観光客が増えた、県外の方からこの前新幹線乗って福井観光したと言われた。,ややそう思う,東京へのアクセスは良くなったけど、名古屋や大阪が行きにくくなった。,あまりそうは思わない,新幹線のおかげで福井の観光客や知名度は多少増えたと思う,ややそう思う,自然豊かで美味しいものをたくさん食べてほしい！,ややそう思う,,どちらともいえない,,好ましい,経済がまわるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント",4,3,都会ではないので、人によっては合わないかもしれない,6,,6,,30～39歳,女性
越前市,ややそう思う,東京にいる妹が、帰省しやすくなった。,ややそう思う,私自身が、東京に行きやすくなった。,ややそう思う,,そう思う,,そう思う,,どちらともいえない,何をさせているか、良くわからない為,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",1,3,,8,,7,,60～69歳,女性
越前市,とてもそう思う,駐車場がいっぱい,そうは思わない,乗らない。車のみ,ややそう思う,,とてもそう思う,,とてもそう思う,,評価している,,とても好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット",3,3,,8,,8,,70歳以上,男性
永平寺町,あまりそうは思わない,それほど観光客が増えているように思えないから,あまりそうは思わない,関西方面への移動が面倒になった,あまりそうは思わない,関東圏より関西圏の方が繋がりが大きいから,ややそう思う,マナーの良くない観光客もいるこら,あまりそうは思わない,,どちらかと言えば評価していない,もっとアピールしてもよいかなと思うから,どちらともいえない,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 観光客との交流が生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット",3,4,,8,,8,,60～69歳,女性
坂井市,ややそう思う,,ややそう思う,,そう思う,,そう思う,,ややそう思う,,とても評価している,,どちらかと言えば好ましい,,波及効果により他の地場産業が活気づく,,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, 体験施設",3,3,,6,,6,,50～59歳,男性
越前市,とてもそう思う,直通駅が出来た,あまりそうは思わない,東海や関西に行きづらい,ややそう思う,,そう思う,誇りがある,そう思う,地理的にいい,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",4,4,,7,税金が、高い,7,,50～59歳,男性
福井市,そう思う,福井駅前の再開発がなされたため,あまりそうは思わない,関西中京方面に行きづらくなったため,そう思う,観光業が栄えるため,とてもそう思う,また来たいと思ってもらいたいから,とてもそう思う,福井の発展にも繋がるため,評価していない,情報が入ってきにくいため,とても好ましい,福井の産業が盛り上がるため,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる, その他",交通網の整備,特に心配はない,,観光スポットを結ぶ交通機関,1,4,恐竜、東尋坊が有名だが、打刃物などの誇れる地場産業があるた,7,食も美味しく、住環境としても整っているため,7,変わらないと思うから,30～39歳,女性
坂井市,そう思う,人の移動、関東圏からの集客アップ,あまりそうは思わない,特に影響がない,ややそう思う,福井を楽しんで帰ったSNSをよく見かけるようになった,そう思う,福井をよく思ってもらいたい,そう思う,良いところがたくさんある,どちらかといえば評価している,色んなイベントを行なっている,どちらかと言えば好ましい,経済の活性,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",4,4,魅力が沢山ある,7,生活しやすい,7,今と変わらず生活できていれば満足,50～59歳,男性
坂井市,ややそう思う,坂井市の観光名所に人が来ていると思う,そう思う,新幹線を使って東京へ行けることによって最先端の情報を得られやすくなった,そう思う,恐竜というキーワードが浸透してきたから,とてもそう思う,活気が出るから,とてもそう思う,有名になるから,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 宿泊施設、土産物屋, 駐車場",4,5,,10,幸福度ナンバーワンだから,10,現状よりもさらに良くなっていると思うから,40～49歳,男性
敦賀市,ややそう思う,,あまりそうは思わない,,ややそう思う,,あまりそうは思わない,,あまりそうは思わない,,どちらともいえない,,どちらともいえない,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"トイレ・休憩所等の整備及びユニバーサル化, 観光案内所、観光ガイド",3,3,,6,,6,,60～69歳,男性
敦賀市,ややそう思う,観光客が増えた気がするから,ややそう思う,人が多くなると気持ちも上がるから,ややそう思う,活気が出るのは良いこと,ややそう思う,せっかく来てくれたのだから、良い思い出を残してもらいたい,ややそう思う,,どちらともいえない,あまりわからない,好ましい,活気が出るから,まちに賑わいが生まれる,,特に心配はない,そこまで増えないと思うから,観光スポットを結ぶ交通機関,3,2,行くところがあまりない,9,今の暮らしに満足しているから,5,老後の不安から,50～59歳,女性
あわら市,とてもそう思う,,ややそう思う,,ややそう思う,,とてもそう思う,,そう思う,,評価している,,好ましい,,まちに賑わいが生まれる,,騒音やごみの増加,,観光スポットを結ぶ交通機関,5,3,,7,,9,,40～49歳,男性
大野市,あまりそうは思わない,関西方面の乗り継ぎふが不便,あまりそうは思わない,関西方面の乗り継ぎが、不便,ややそう思う,"観光客が、少しは増えたと思います。
",とてもそう思う,,とてもそう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",3,3,,8,,7,,60～69歳,女性
越前市,そう思う,,ややそう思う,,そう思う,,とてもそう思う,,そう思う,,どちらともいえない,,好ましい,,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,観光スポットを結ぶ交通機関,3,3,,7,,7,,50～59歳,女性
福井市,ややそう思う,福井の観光地に、どれほどの集客力があるかで変わる,あまりそうは思わない,新幹線に乗る機会がない。,ややそう思う,同上,ややそう思う,中国、韓国はいらない,ややそう思う,まず、県民が行きたい、また行きたい、と、誇れる場所はドコ？,どちらともいえない,福井市が、何をしてるか、知らない,どちらかと言えば好ましい,経済が回る事は良い。が、治安悪化が懸念される,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光イベント, 駐車場",3,3,福井市に、ナニがある？,5,大した物はないが、仕事があるから、食っていける,4,歳が、歳だから,50～59歳,男性
大野市,あまりそうは思わない,"交通の便が良くないから
大野駅は 駅裏へ抜けられないから
タクシーも あまりないから",全くそうは思わない,特に感じることがないから,ややそう思う,基本人口が少ないので 外貨を稼ぐ手段があるのはいいと思う,とてもそう思う,"福井県を気に入って 何度も訪れてほしい
一県民として恥ずかしい思いをしたくない
観光で訪れた方に 気持ちよく帰ってもらいたい 幸せを感じてほしい",そう思う,観光客だけでなく 魅力的な県であることで 産業も伸びると思う,どちらかと言えば評価していない,"まとまりが良くない
発信も 度々写真を変更したり 興味を引くよう努力がほしい",好ましい,"マナーが良ければ とても好ましい
好きな県になってもらえれば 産業にも紐づくと思う","観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる",,"騒音やごみの増加, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, その他",3,3,知る限り すすめているが 強く勧めるほどの魅力だとまでは感じていないから,9,福井県でなくても個人的に幸せだが、それ以外に 改善点を感じるため,9,個人的に幸せだが、他のことで 十年近く 同じことを改善してほしいと思っていても なにも変化がみられないから,50～59歳,女性
福井市,そう思う,,ややそう思う,,そうは思わない,,そう思う,,そう思う,,評価している,,好ましい,,地域の知名度が上がる,,騒音やごみの増加,,"トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋",3,3,,8,,8,,40～49歳,女性
坂井市,そう思う,出張や観光にきた県外の人が、坂井市が持っている観光資源(東尋坊周辺の海岸景観や越前ガニ、甘エビ、若狭牛、蕎麦、油揚げなどの食べ物など)に触れる機会が増えるから。,ややそう思う,正直普段の交通インフラとしてはあまり良いイメージはないが、遠路へ行ったり災害などの緊急時にはこのような交通手段があるのとないのとではちがうから。,そう思う,ネットなどの情報により福井県や坂井市について他のエリアの人々がよりタイムリーに知ってもらえる時代であり、「行きたい」と思ったときに行く手段が身近であれば、効果が高いと思うから。,そう思う,実際に体験してもらえば、また来たいと思ってもらえるはずだから。ただマナーが悪い人たちが団体で来るのは嫌だから。,そう思う,,評価している,,どちらかと言えば好ましい,治安がわるくなるオーバーツーリズムは困る。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",日本人観光客なら交通渋滞、外国人観光客ならごみ捨てと一般マナー。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 飲食施設, 宿泊施設、土産物屋, 駐車場",4,4,,8,歳をとって家庭をもって生活するなら8~9だが、若い世代が暮らすには寂しい気がする。,10,今後の福井県政に期待しているから。,40～49歳,男性
福井市,ややそう思う,直接の生活の変化は感じないが、私自身が関東に行くようになったため、利便性を感じる,とてもそう思う,よく関東に遊びにいくから,ややそう思う,福井の幸は海鮮！というインスタを見るようになったから,とてもそう思う,愛県精神です,そう思う,県外客からの収益があるから,どちらかといえば評価している,足りない。もっとSNSを活用して、認知向上に全力で取り組もう！,とても好ましい,経済が回るから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,特に心配はない,,観光スポットを結ぶ交通機関,5,5,治安がいいのと、そこそこ栄えてるというか、事足りるから。,10,日々、なにごともなく安泰で暮らせてる。海鮮もおいしい。,9,今年、関東に引っ越すから,50～59歳,女性
福井市,そう思う,観光客が増えて消費も増えるように思えるから,あまりそうは思わない,自分の生活まで良くなるとは考えにくいから,そう思う,来る人が全て悪い人ではないし、人が増えると賑やかさが増すから,とてもそう思う,来てくれる事が有り難いし、嬉しく思えるから,とてもそう思う,隠れた魅力がたくさんあるから,どちらともいえない,取り組んではいると思うが、周知が足りていないように思えるから,好ましい,人が増えると賑やかさが増すから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",3,4,福井にはまだまだ魅力を感じてもらえる所があると思っているから,10,何ら不便を感じていないから,10,これからの福井に期待しているから,60～69歳,男性
敦賀市,あまりそうは思わない,街を歩いていてもそんなに観光客が増えているように思わないから。,全くそうは思わない,,そうは思わない,観光客が増えた方が間違いなく良いと思うから。,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,頑張っているけど成果が現れていないだけだと思う。,とても好ましい,街に活気が溢れるから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 治安の悪化",,"観光スポットの案内板や標識（多言語表示）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド",3,1,自慢出来る所が何もないから,8,,8,今のままでも十分幸せだから,40～49歳,女性
福井市,ややそう思う,,ややそう思う,関東からのアクセスはよくなったが、京都大阪方面へのアクセスが悪いため,ややそう思う,,とてもそう思う,,とてもそう思う,,評価している,,とても好ましい,,"波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 駐車場, 体験施設",3,4,,8,,6,,50～59歳,女性
坂井市,あまりそうは思わない,,そうは思わない,,ややそう思う,,ややそう思う,,ややそう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,7,,7,,70歳以上,男性
勝山市,そう思う,,あまりそうは思わない,観光客の車で生活道路が渋滞するため,ややそう思う,,ややそう思う,,ややそう思う,,どちらかといえば評価している,,どちらともいえない,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋, 駐車場",4,4,,7,,7,,40～49歳,女性
福井市,とてもそう思う,,あまりそうは思わない,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 歴史文化資源の保存活用につながる",,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 観光案内所、観光ガイド, 駐車場",5,5,,10,,10,,50～59歳,女性
福井市,とてもそう思う,,ややそう思う,県外に行く回数が少ないため,とてもそう思う,観光客が増える事で地域が盛り上がるから,とてもそう思う,,そう思う,,どちらともいえない,,どちらかと言えば好ましい,外国人の観光客が増え、治安が悪くなるのは怖い,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,その他,5,5,,10,,10,,30～39歳,女性
小浜市,あまりそうは思わない,,ややそう思う,敦賀まで出たら新幹線に乗れるから,そう思う,"皆お金を落としてくれるし
福井県の宣伝になる",そう思う,,そう思う,,どちらともいえない,何をされてるのか把握しきれてない,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント",3,2,お魚が美味しい,7,お買い物する平和堂などがあればいい,7,そんなに変わるかわからない,60～69歳,女性
坂井市,ややそう思う,芦原温泉駅からの観光地候補になりやすい,ややそう思う,,ややそう思う,,そう思う,,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 体験施設",3,3,,5,,5,,30～39歳,女性
おおい町,あまりそうは思わない,,あまりそうは思わない,,ややそう思う,,ややそう思う,,ややそう思う,,どちらかといえば評価している,,どちらともいえない,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",2,2,,5,,5,,40～49歳,男性
坂井市,ややそう思う,観光に来てくれる人が増えるかもとは思う,あまりそうは思わない,"ほとんど遠いところでも車で移動なので新幹線に乗ることはない
唯一京都に行く時使っていた路線がなくなり行きにくくなってちょっとガッカリ
ただ駅前とかきれいに整備されたのは良かったと思う",ややそう思う,福井の知名度が上がる,そう思う,観光や美味しいものを楽しんでもらいたい,そう思う,"京都のようにオーバーツーリズムでなく
ゆったりと楽しんでもらえると思う",どちらともいえない,頑張ってはいるでしょうがあまり伝わってこないので,どちらかと言えば好ましい,福井県にお金が落ちることはいいこと,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,特に心配はない,,"観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋",3,3,,7,都会に住んでいた頃と違って道路もあまり混むことがなく人も多すぎることなくゆったり生活できている,5,年齢ゆえ,50～59歳,女性
永平寺町,ややそう思う,観光客が増えた気がする,あまりそうは思わない,,そう思う,経済がまわるから良いと思う、,そう思う,,そう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 駐車場",3,4,,6,,6,,40～49歳,女性
越前市,とてもそう思う,便利だから,とてもそう思う,関東の方に行きやすくなった,とてもそう思う,福井の良いところがわかって貰える,とてもそう思う,福井が活づくと町も栄えていく,とてもそう思う,次の世代でも活気ある街でいるために,とても評価している,テレビでも良く宣伝されている,好ましい,,"まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",4,4,,9,,9,,60～69歳,女性
敦賀市,そう思う,"観光客が多くなったので商店街が潤う
",ややそう思う,少し変わったかも,ややそう思う,"わずかの差だけだと思います
",そう思う,地元との印象を良くしたい,ややそう思う,"観光客が来たほうが良いから
",どちらかといえば評価している,色々努力しているのでは,どちらかと言えば好ましい,"観光客相手の商店が潤う
","観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,騒音やごみの増加,,観光スポットを結ぶ交通機関,3,3,,8,今のところ災害が少ないから良い,5,"今後の事はどうなるか分からない
",70歳以上,男性
福井市,そう思う,駅前賑やかになった,そう思う,"駅前に外食に行くようになった
",そう思う,観光客が増えた気がする,そう思う,地元が少しでも良いイメージを持たれるといいなと思うから,そう思う,福井の経済的にも良い事だと思う,どちらかといえば評価している,都会の駅等で福井のPRの広告を見かける事があるので,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 自然破壊",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 駐車場",4,3,,9,,9,,50～59歳,男性
福井市,あまりそうは思わない,"福井市の観光名所が思いつかない
",あまりそうは思わない,ハピラインしか使ってない,そう思う,"恐竜博物館は、魅力的
",そう思う,活性化,そう思う,温泉や、恐竜博物館など、観光資源はあるから,どちらかといえば評価している,アリーナ建設,どちらかと言えば好ましい,アリーナ出来た時に交通が混雑するのではないかと不安,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",駅周辺が自宅だから,"トイレ・休憩所等の整備及びユニバーサル化, 宿泊施設、土産物屋",3,3,,7,,7,,50～59歳,女性
